,SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112,EMPTOT,EMPTOT2,DEMP,PCHEMPC,DWAGE,PCHWAGE,GAP,NJ,BK,KFC,ROYS,WENDYS,PMEAL,PMEAL2,DPMEAL,CLOSED,FRACFT,FRACFT2,ATMIN,NEWMIN,ICODE
110,89,1,1,1,0,1,0,0,0,0,2,10.0,6.0,3.0,5.0,13.0,0.17,0,0.0,2,7.0,16.0,1.09,0.95,1.04,3.0,2.0,1,1,111092,,6.0,25.0,6.0,5.5,4.0,0.63,0.0,2.0,7.0,16.0,1.11,1.01,1.05,3.0,3.0,16.0,24.5,8.5,0.41975308641975306,0.5,0.1,0.009999999999999964,1,1,0,0,0,3.08,3.17,0.08999999999999986,0,0.625,0.24489795918367346,0,0,"NJ STORE, HI-WAGE"
111,94,2,0,1,0,1,0,0,0,0,2,0.0,25.0,5.0,5.0,26.0,0.25,0,0.0,3,11.0,10.0,1.06,0.8,2.56,,,1,1,111292,,2.0,20.0,4.0,5.05,52.0,0.25,0.0,1.0,11.0,10.0,1.05,0.79,2.53,3.0,,17.5,16.0,-1.5,-0.08955223880597014,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.42,4.37,-0.04999999999999982,0,0.0,0.125,0,1,"NJ STORE, HI-WAGE"
112,103,4,0,1,0,0,1,0,0,0,2,12.5,10.0,3.0,5.0,26.0,0.27,0,50.0,2,10.5,11.5,0.91,0.85,0.95,2.0,2.0,1,1,111492,2.0,,,2.0,5.05,13.0,,0.0,2.0,10.5,12.5,1.05,0.84,1.26,2.0,2.0,20.5,,,,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,2.71,3.1500000000000004,0.4400000000000004,0,0.6097560975609756,,0,1,"NJ STORE, HI-WAGE"
113,112,4,0,1,0,0,1,0,0,0,0,4.0,26.0,3.0,5.0,13.0,0.2,0,80.0,2,10.0,14.0,1.06,0.98,1.06,2.0,2.0,2,1,121392,9.0,5.0,25.0,6.0,5.05,28.0,0.18,0.0,2.0,10.5,12.5,1.11,1.09,2.07,,,20.0,23.5,3.5,0.16091954022988506,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,3.1,4.27,1.1699999999999995,0,0.2,0.2127659574468085,0,1,"NJ STORE, HI-WAGE"
114,128,2,1,1,0,1,0,0,0,0,3,6.5,7.5,2.0,5.0,,0.15,0,,2,11.0,11.0,1.06,0.85,2.34,4.0,2.0,1,1,111492,1.0,3.0,16.0,2.0,5.05,26.0,0.25,0.0,1.0,11.0,11.0,1.05,0.79,2.32,3.0,2.0,12.25,13.0,0.75,0.0594059405940594,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.25,4.16,-0.08999999999999986,0,0.5306122448979592,0.23076923076923078,0,1,"NJ STORE, HI-WAGE"
115,129,3,0,1,0,1,0,0,0,0,3,20.0,20.0,3.0,5.25,26.0,0.05,0,0.0,2,6.0,16.0,1.1,1.0,0.74,6.0,4.0,1,1,111392,,7.0,18.0,4.0,5.05,52.0,0.25,0.0,2.0,6.0,16.0,1.11,1.0,0.89,4.0,3.0,33.0,20.0,-13.0,-0.49056603773584906,-0.20000000000000018,-0.038095238095238126,0.0,1,0,0,1,0,2.84,3.0000000000000004,0.1600000000000006,0,0.6060606060606061,0.35,0,1,"NJ STORE, HI-WAGE"
116,131,3,0,1,0,1,0,0,0,0,2,15.0,25.0,4.0,5.5,4.0,0.37,1,10.0,2,6.0,17.0,1.06,1.06,1.06,5.0,2.0,2,1,121692,2.0,8.0,22.0,3.0,5.05,,,0.0,2.0,7.0,15.0,1.05,1.11,1.05,5.0,4.0,31.5,22.0,-9.5,-0.35514018691588783,-0.4500000000000002,-0.08181818181818185,0.0,1,0,0,1,0,3.18,3.21,0.029999999999999805,0,0.47619047619047616,0.36363636363636365,0,1,"NJ STORE, HI-WAGE"
117,139,4,0,1,0,1,0,0,0,0,0,,,2.0,5.5,,,0,,2,10.5,12.5,0.95,0.95,1.06,2.0,1.0,1,1,111492,,11.0,25.0,5.0,5.5,19.0,0.25,1.0,2.0,11.0,12.0,,,,,,,28.5,,,0.0,0.0,0.0,1,0,0,0,1,2.96,,,0,,0.38596491228070173,0,0,"NJ STORE, HI-WAGE"
118,143,4,0,1,0,1,0,0,0,0,3,0.0,30.0,3.0,5.37,26.0,0.25,1,15.0,2,10.5,11.5,0.95,0.95,1.06,2.0,2.0,2,4,121692,2.0,,,,,,,,,,,,,,,,18.0,,,,,,0.0,1,0,0,0,1,2.96,,,0,0.0,,0,0,"NJ STORE, HI-WAGE"
119,144,4,0,1,0,1,0,0,0,0,2,10.0,30.0,3.0,5.05,26.0,0.15,1,0.0,2,10.5,12.5,0.91,0.85,1.06,2.0,2.0,1,1,111792,1.0,4.0,37.0,3.0,5.05,26.0,0.35,1.0,2.0,10.5,12.5,0.94,0.94,1.26,2.0,2.0,28.0,25.5,-2.5,-0.09345794392523364,0.0,0.0,0.0,1,0,0,0,1,2.8200000000000003,3.1399999999999997,0.3199999999999994,0,0.35714285714285715,0.1568627450980392,0,1,"NJ STORE, HI-WAGE"
120,145,1,0,1,0,0,1,0,0,0,0,5.0,17.0,3.0,5.0,13.0,0.15,1,0.0,2,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,10.0,8.0,4.0,5.28,26.0,0.13,1.0,2.0,7.0,16.0,1.05,0.96,0.95,3.0,2.0,16.5,18.0,1.5,0.08695652173913043,0.28000000000000025,0.05600000000000005,0.009999999999999964,1,1,0,0,0,2.96,2.96,0.0,0,0.30303030303030304,0.5555555555555556,0,0,"NJ STORE, HI-WAGE"
121,147,1,0,1,0,0,1,0,0,0,0,8.5,6.5,3.0,5.12,8.0,0.25,0,100.0,2,7.0,14.0,1.12,0.89,0.95,2.0,2.0,1,1,111892,1.0,6.0,0.0,3.0,5.25,13.0,0.38,0.0,2.0,7.0,14.0,1.13,0.91,0.91,2.0,2.0,14.75,9.0,-5.75,-0.4842105263157895,0.1299999999999999,0.02539062499999998,0.0,1,1,0,0,0,2.96,2.95,-0.009999999999999787,0,0.576271186440678,0.6666666666666666,0,0,"NJ STORE, HI-WAGE"
122,148,1,0,1,0,0,1,0,0,0,4,4.5,30.0,4.0,5.25,26.0,0.17,1,0.0,2,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,7.5,30.0,4.0,5.05,26.0,0.2,1.0,2.0,7.0,17.0,1.05,0.94,0.94,3.0,3.0,23.5,26.5,3.0,0.12,-0.20000000000000018,-0.038095238095238126,0.0,1,1,0,0,0,2.96,2.9299999999999997,-0.03000000000000025,0,0.19148936170212766,0.2830188679245283,0,1,"NJ STORE, HI-WAGE"
123,151,1,0,1,0,0,1,0,0,0,0,1.0,12.0,3.0,5.0,12.0,0.1,0,92.0,2,7.0,15.0,1.09,0.81,1.04,3.0,3.0,2,3,123092,2.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0,-10.0,-1.0,,,0.009999999999999964,1,1,0,0,0,2.9400000000000004,,,1,0.1,,0,0,"NJ STORE, HI-WAGE"
124,152,1,0,1,0,0,1,0,0,0,0,35.0,15.0,4.0,5.12,9.0,0.67,1,10.0,1,7.0,15.0,1.17,0.95,1.02,3.0,2.0,1,1,111092,,12.0,13.5,5.0,5.05,13.0,0.28,0.0,2.0,7.0,15.0,1.16,0.94,0.94,3.0,3.0,46.5,23.75,-22.75,-0.6476868327402135,-0.07000000000000028,-0.013671875000000056,0.0,1,1,0,0,0,3.14,3.0399999999999996,-0.10000000000000053,0,0.7526881720430108,0.5052631578947369,0,1,"NJ STORE, HI-WAGE"
125,157,2,0,1,0,0,1,0,0,0,0,10.0,5.0,3.0,5.0,26.0,0.25,0,0.0,1,10.5,12.0,0.91,0.85,2.34,3.0,3.0,1,1,111792,2.0,12.0,8.0,2.0,5.5,26.0,0.25,0.0,1.0,10.5,11.0,0.95,0.83,2.47,2.0,2.0,15.5,18.0,2.5,0.14925373134328357,0.5,0.1,0.009999999999999964,1,0,1,0,0,4.1,4.25,0.15000000000000036,0,0.6451612903225806,0.6666666666666666,0,0,"NJ STORE, HI-WAGE"
126,161,3,1,1,0,0,1,0,0,0,0,8.0,25.0,4.0,5.0,19.0,0.15,0,2.0,2,6.0,17.0,1.12,1.02,1.06,7.0,3.0,1,1,111992,4.0,26.0,12.0,4.0,5.05,,,0.0,2.0,6.0,17.0,1.11,1.06,1.05,7.0,5.0,24.5,36.0,11.5,0.38016528925619836,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.2,3.2199999999999998,0.019999999999999574,0,0.32653061224489793,0.7222222222222222,0,1,"NJ STORE, HI-WAGE"
127,163,3,1,1,0,0,1,0,0,0,0,12.0,18.0,3.0,5.0,13.0,0.15,0,11.0,2,6.0,16.5,1.2,1.07,1.06,3.0,3.0,1,1,111292,,1.5,33.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,15.0,,,,,,24.0,21.0,-3.0,-0.13333333333333333,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.33,,,0,0.5,0.07142857142857142,0,1,"NJ STORE, HI-WAGE"
128,164,3,1,1,0,0,1,0,0,0,0,4.0,30.0,4.0,5.0,26.0,0.1,0,3.0,2,5.0,19.0,1.12,1.02,1.06,5.0,3.0,1,1,111292,,5.0,15.0,3.0,5.05,52.0,0.15,0.0,2.0,6.0,17.0,1.11,1.06,1.05,5.0,3.0,23.0,15.5,-7.5,-0.38961038961038963,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.2,3.2199999999999998,0.019999999999999574,0,0.17391304347826086,0.3225806451612903,0,1,"NJ STORE, HI-WAGE"
129,165,4,0,1,0,0,1,0,0,0,1,20.0,10.0,3.0,5.0,15.0,0.27,1,60.0,2,10.5,12.5,1.06,0.89,1.06,3.0,2.0,1,1,111792,1.0,10.0,17.0,4.0,5.05,14.0,0.13,0.0,2.0,10.5,12.5,1.05,0.98,1.05,2.0,2.0,28.0,22.5,-5.5,-0.21782178217821782,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,3.0100000000000002,3.08,0.06999999999999984,0,0.7142857142857143,0.4444444444444444,0,1,"NJ STORE, HI-WAGE"
130,169,1,1,1,0,0,1,0,0,0,0,12.0,33.0,4.0,5.0,13.0,0.25,0,50.0,2,7.0,16.0,1.1,0.94,1.04,3.0,3.0,1,1,111692,,20.0,6.0,4.0,5.05,52.0,0.15,0.0,2.0,7.0,16.0,1.11,1.05,1.05,3.0,3.0,32.5,27.0,-5.5,-0.18487394957983194,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,3.08,3.21,0.1299999999999999,0,0.36923076923076925,0.7407407407407407,0,1,"NJ STORE, HI-WAGE"
131,170,1,1,1,0,0,1,0,0,0,1,10.0,20.0,3.0,5.0,52.0,0.52,0,0.0,2,7.0,16.0,1.1,1.02,1.08,3.0,2.0,1,1,111092,,20.0,20.0,4.0,5.05,4.0,,0.0,1.0,7.0,16.0,1.29,1.11,1.18,4.0,4.0,23.0,34.0,11.0,0.38596491228070173,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,3.2,3.58,0.3799999999999999,0,0.43478260869565216,0.5882352941176471,0,1,"NJ STORE, HI-WAGE"
132,187,3,0,1,0,0,1,0,0,1,0,4.0,20.0,3.0,5.62,26.0,0.52,0,2.0,2,7.0,15.0,1.12,1.09,1.06,4.0,3.0,1,1,111292,,5.0,17.5,3.0,5.05,13.0,0.2,0.0,2.0,7.0,15.0,1.11,1.06,1.05,4.0,4.0,17.0,16.75,-0.25,-0.014814814814814815,-0.5700000000000003,-0.10142348754448403,0.0,1,0,0,1,0,3.27,3.2199999999999998,-0.050000000000000266,0,0.23529411764705882,0.29850746268656714,0,1,"NJ STORE, HI-WAGE"
133,190,3,1,1,0,0,1,0,0,0,0,5.0,42.0,4.0,5.0,26.0,0.12,1,,2,6.0,16.0,1.02,1.07,1.06,5.0,,1,1,111292,,7.0,30.0,4.0,5.05,26.0,0.18,0.0,2.0,7.0,15.0,1.05,1.01,1.74,5.0,3.0,30.0,26.0,-4.0,-0.14285714285714285,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.15,3.8,0.6499999999999999,0,0.16666666666666666,0.2692307692307692,0,1,"NJ STORE, HI-WAGE"
134,196,4,1,1,0,0,1,0,0,0,0,8.0,19.0,4.0,5.0,26.0,0.2,0,,2,10.5,11.5,0.95,0.85,1.06,2.0,2.0,1,1,111392,,0.0,30.0,3.0,5.05,26.0,0.18,0.0,2.0,10.5,12.5,1.0,0.9,2.11,2.0,2.0,21.5,18.0,-3.5,-0.17721518987341772,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,0,1,2.86,4.01,1.15,0,0.37209302325581395,0.0,0,1,"NJ STORE, HI-WAGE"
135,197,1,0,1,0,0,1,0,0,0,0,23.0,10.0,4.0,5.0,26.0,0.25,0,50.0,2,7.0,17.0,0.99,0.89,0.89,3.0,2.0,1,1,111792,1.0,5.0,21.0,5.0,5.05,26.0,0.13,0.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,1.0,32.0,20.5,-11.5,-0.4380952380952381,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,2.77,2.95,0.18000000000000016,0,0.71875,0.24390243902439024,0,1,"NJ STORE, HI-WAGE"
136,234,1,0,1,0,0,1,0,0,0,2,0.0,10.0,3.0,5.0,26.0,,0,0.0,2,7.0,16.0,1.12,,0.49,2.0,2.0,1,1,111892,2.0,10.0,4.0,3.0,5.05,26.0,,0.0,2.0,7.0,16.0,1.04,1.01,0.58,3.0,2.0,8.0,15.0,7.0,0.6086956521739131,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,,2.63,,0,0.0,0.6666666666666666,0,1,"NJ STORE, HI-WAGE"
137,240,3,1,1,0,0,1,0,0,0,0,15.0,35.0,3.0,5.1,26.0,0.25,0,20.0,2,6.0,17.0,1.18,1.02,1.06,6.0,4.0,1,1,111692,1.0,15.0,15.0,3.0,5.05,26.0,0.15,0.0,2.0,6.0,17.0,1.1,1.0,1.05,6.0,4.0,35.5,25.5,-10.0,-0.32786885245901637,-0.04999999999999982,-0.009803921568627416,0.0,1,0,0,1,0,3.2600000000000002,3.1500000000000004,-0.10999999999999988,0,0.4225352112676056,0.5882352941176471,0,1,"NJ STORE, HI-WAGE"
138,241,3,0,1,0,0,1,0,0,0,2,15.0,25.0,4.0,5.0,13.0,0.37,1,30.0,2,7.0,16.0,1.12,1.02,1.06,5.0,5.0,1,1,111192,1.0,15.0,,4.0,5.05,26.0,0.1,0.0,2.0,7.0,16.0,1.15,1.05,1.05,5.0,5.0,31.5,,,,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,3.2,3.25,0.04999999999999982,0,0.47619047619047616,,0,1,"NJ STORE, HI-WAGE"
139,242,3,1,1,0,0,1,0,0,0,0,25.0,10.0,3.0,5.25,13.0,0.25,1,0.0,2,6.0,17.0,1.1,1.02,1.06,5.0,4.0,1,1,111192,,12.0,10.0,3.0,5.05,8.0,0.2,1.0,2.0,7.0,16.0,1.11,1.06,1.05,6.0,4.0,33.0,20.0,-13.0,-0.49056603773584906,-0.20000000000000018,-0.038095238095238126,0.0,1,0,0,1,0,3.18,3.2199999999999998,0.03999999999999959,0,0.7575757575757576,0.6,0,1,"NJ STORE, HI-WAGE"
140,245,3,0,1,0,0,1,0,0,0,3,15.0,8.0,3.0,5.5,,,0,0.0,1,8.5,13.5,1.2,1.02,1.02,4.0,2.0,1,1,111792,3.0,8.0,12.0,4.0,5.05,26.0,,0.0,1.0,8.5,13.0,1.11,1.11,1.05,5.0,1.0,22.0,18.0,-4.0,-0.2,-0.4500000000000002,-0.08181818181818185,0.0,1,0,0,1,0,3.2399999999999998,3.2700000000000005,0.030000000000000693,0,0.6818181818181818,0.4444444444444444,0,1,"NJ STORE, HI-WAGE"
141,259,1,0,1,1,0,0,0,0,0,0,13.0,12.0,4.0,5.0,4.0,0.25,0,50.0,2,7.5,14.5,1.02,0.85,0.85,3.0,3.0,1,1,110992,,15.0,15.0,4.0,5.05,,,0.0,2.0,7.5,14.5,1.05,,0.84,3.0,3.0,23.0,26.5,3.5,0.1414141414141414,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,2.72,,,0,0.5652173913043478,0.5660377358490566,0,1,"NJ STORE, HI-WAGE"
142,268,1,1,1,1,0,0,0,0,0,1,10.0,18.0,4.0,5.0,26.0,0.17,1,0.0,2,7.0,15.0,1.02,0.85,0.85,5.0,4.0,1,1,110992,,0.0,42.5,2.0,5.05,26.0,0.25,1.0,2.0,7.0,15.0,0.94,0.78,0.84,4.0,4.0,23.0,23.25,0.25,0.010810810810810811,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,2.72,2.56,-0.16000000000000014,0,0.43478260869565216,0.0,0,1,"NJ STORE, HI-WAGE"
143,271,2,1,1,1,0,0,0,0,0,3,0.0,13.0,2.0,5.0,13.0,0.1,0,38.0,2,11.0,11.0,1.02,0.79,2.34,4.0,2.0,1,1,111792,1.0,0.0,15.0,3.0,5.05,8.0,0.1,0.0,2.0,11.0,12.0,0.9,0.73,2.28,4.0,3.0,8.5,10.5,2.0,0.21052631578947367,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.15,3.9099999999999997,-0.24000000000000066,0,0.0,0.0,0,1,"NJ STORE, HI-WAGE"
144,272,2,1,1,1,0,0,0,0,0,4,4.0,11.0,3.0,5.05,4.0,0.2,0,0.0,1,11.0,11.0,0.95,0.74,2.34,4.0,2.0,1,1,111492,1.0,2.0,14.0,3.0,5.25,26.0,0.2,0.0,2.0,11.0,12.0,0.94,0.73,2.32,4.0,3.0,12.5,12.0,-0.5,-0.04081632653061224,0.20000000000000018,0.03960396039603964,0.0,1,0,1,0,0,4.029999999999999,3.9899999999999998,-0.03999999999999959,0,0.32,0.16666666666666666,0,0,"NJ STORE, HI-WAGE"
145,274,2,1,1,1,0,0,0,0,0,0,0.0,15.0,2.0,5.5,26.0,0.12,0,27.0,2,11.0,10.0,0.91,0.74,2.34,4.0,3.0,1,1,111392,,3.0,7.0,3.0,5.05,26.0,0.2,0.0,1.0,11.0,11.0,,,2.32,,,9.5,9.5,0.0,0.0,-0.4500000000000002,-0.08181818181818185,0.0,1,0,1,0,0,3.9899999999999998,,,0,0.0,0.3157894736842105,0,1,"NJ STORE, HI-WAGE"
146,276,2,1,1,1,0,0,0,0,0,3,5.0,10.0,3.0,5.0,26.0,0.25,0,0.0,2,11.0,10.5,0.95,0.74,2.19,4.0,3.0,1,1,111392,,5.0,15.0,3.0,5.05,26.0,0.28,0.0,3.0,11.0,12.0,0.95,0.73,2.32,5.0,3.0,13.0,15.5,2.5,0.17543859649122806,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,3.88,4.0,0.1200000000000001,0,0.38461538461538464,0.3225806451612903,0,1,"NJ STORE, HI-WAGE"
147,296,1,1,1,0,0,1,0,0,0,0,5.0,16.0,4.0,5.3,26.0,0.25,0,50.0,2,7.0,16.0,1.06,0.95,1.01,3.0,3.0,1,1,111892,3.0,4.0,9.0,6.0,5.05,13.0,,0.0,2.0,7.0,16.0,1.05,0.94,1.0,3.0,2.0,17.0,14.5,-2.5,-0.15873015873015872,-0.25,-0.04716981132075472,0.0,1,1,0,0,0,3.0199999999999996,2.99,-0.02999999999999936,0,0.29411764705882354,0.27586206896551724,0,1,"NJ STORE, HI-WAGE"
148,299,2,1,1,0,0,1,0,0,0,0,3.0,8.0,2.0,5.0,26.0,,0,0.0,1,10.5,11.5,1.06,0.85,2.34,3.0,2.0,1,1,111792,1.0,6.0,12.0,2.0,5.05,13.0,0.25,0.0,1.0,11.0,11.5,1.05,0.84,2.32,3.0,2.0,9.0,14.0,5.0,0.43478260869565216,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.25,4.21,-0.040000000000000036,0,0.3333333333333333,0.42857142857142855,0,1,"NJ STORE, HI-WAGE"
149,301,2,1,1,0,0,1,0,0,0,4,8.0,12.0,5.0,5.0,11.0,0.36,1,0.0,3,11.0,10.5,1.06,0.85,2.34,3.0,1.0,1,1,111492,1.0,2.0,7.0,1.0,5.05,4.0,0.5,0.0,2.0,11.0,10.5,0.94,0.84,2.32,3.0,2.0,19.0,6.5,-12.5,-0.9803921568627451,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.25,4.1,-0.15000000000000036,0,0.42105263157894735,0.3076923076923077,0,1,"NJ STORE, HI-WAGE"
150,320,2,0,1,1,0,0,0,0,1,0,5.0,9.0,2.0,5.0,13.0,0.12,1,0.0,2,11.0,12.0,1.12,0.8,2.45,4.0,4.0,1,1,111392,,4.0,6.0,3.0,5.05,,,0.0,1.0,11.0,11.0,1.05,0.84,2.43,4.0,3.0,11.5,10.0,-1.5,-0.13953488372093023,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.37,4.32,-0.04999999999999982,0,0.43478260869565216,0.4,0,1,"NJ STORE, HI-WAGE"
151,321,2,0,1,1,0,0,0,0,1,0,3.0,14.0,3.0,5.0,,0.25,0,10.0,2,10.5,12.5,1.12,0.85,2.45,4.0,2.0,1,1,111492,2.0,4.0,11.0,2.0,5.05,13.0,0.15,0.0,1.0,11.0,12.0,1.05,0.84,2.43,4.0,3.0,13.0,11.5,-1.5,-0.12244897959183673,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,1,0,0,4.42,4.32,-0.09999999999999964,0,0.23076923076923078,0.34782608695652173,0,1,"NJ STORE, HI-WAGE"
152,324,3,0,1,1,0,0,0,0,0,2,20.0,46.0,5.0,5.25,26.0,0.2,0,0.0,2,0.0,24.0,1.18,1.06,,5.0,2.0,2,1,121892,4.0,22.0,39.0,5.0,5.05,52.0,0.25,1.0,2.0,0.0,24.0,1.22,1.05,1.05,5.0,2.0,48.0,46.5,-1.5,-0.031746031746031744,-0.20000000000000018,-0.038095238095238126,0.0,1,0,0,1,0,,3.3200000000000003,,0,0.4166666666666667,0.4731182795698925,0,1,"NJ STORE, HI-WAGE"
153,326,3,1,1,1,0,0,0,0,1,3,18.0,45.0,5.0,5.15,11.0,0.15,0,7.0,2,0.0,24.0,1.26,0.99,,4.0,3.0,1,1,111892,1.0,0.0,45.0,4.0,5.05,,,0.0,2.0,0.0,24.0,1.22,,1.05,4.0,2.0,45.5,26.5,-19.0,-0.5277777777777778,-0.10000000000000053,-0.019417475728155442,0.0,1,0,0,1,0,,,,0,0.3956043956043956,0.0,0,1,"NJ STORE, HI-WAGE"
154,330,4,0,1,1,0,0,0,0,1,0,4.0,16.0,3.0,5.42,13.0,0.12,1,0.0,1,10.5,15.5,1.01,0.86,0.95,2.0,2.0,1,1,111392,,3.0,20.0,3.0,5.67,52.0,0.25,0.0,1.0,10.5,14.5,0.94,0.79,1.26,2.0,2.0,15.0,16.0,1.0,0.06451612903225806,0.25,0.046125461254612546,0.0,1,0,0,0,1,2.8200000000000003,2.99,0.16999999999999993,0,0.26666666666666666,0.1875,0,0,"NJ STORE, HI-WAGE"
155,334,1,0,1,1,0,0,0,0,0,0,10.0,10.0,3.0,5.0,4.0,0.17,0,0.0,3,9.0,12.5,0.91,0.91,0.91,3.0,3.0,1,1,110992,,0.0,20.0,3.0,5.05,26.0,0.18,,3.0,9.0,12.5,0.9,0.9,0.85,3.0,2.0,18.0,13.0,-5.0,-0.3225806451612903,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,2.73,2.65,-0.08000000000000007,0,0.5555555555555556,0.0,0,1,"NJ STORE, HI-WAGE"
156,349,3,1,1,1,0,0,0,0,0,1,2.5,27.0,5.0,5.0,6.0,0.15,0,10.0,2,6.0,16.0,1.12,0.91,0.95,3.0,3.0,1,1,111192,,0.0,20.0,4.0,5.05,4.0,0.18,0.0,2.0,7.0,15.0,1.01,1.01,0.94,3.0,3.0,21.0,14.0,-7.0,-0.4,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,0,0,1,0,2.9800000000000004,2.96,-0.020000000000000462,0,0.11904761904761904,0.0,0,1,"NJ STORE, HI-WAGE"
157,354,4,0,1,1,0,0,0,0,0,3,14.0,7.0,3.0,5.06,4.0,0.25,1,10.0,1,10.5,10.5,0.95,0.86,0.95,2.0,2.0,1,1,111392,,9.0,7.0,3.0,5.05,13.0,0.23,0.0,1.0,10.5,10.5,1.0,0.85,0.94,2.0,2.0,20.5,15.5,-5.0,-0.2777777777777778,-0.009999999999999787,-0.0019762845849801954,0.0,1,0,0,0,1,2.76,2.79,0.03000000000000025,0,0.6829268292682927,0.5806451612903226,0,1,"NJ STORE, HI-WAGE"
158,356,4,0,1,1,0,0,0,0,0,3,11.5,10.0,4.0,5.05,13.0,,1,0.0,1,10.5,11.5,0.95,0.8,1.06,2.0,2.0,1,1,111492,,0.0,28.0,4.0,5.05,17.0,0.15,1.0,1.0,10.5,11.5,1.0,0.85,1.05,2.0,2.0,20.5,18.0,-2.5,-0.12987012987012986,0.0,0.0,0.0,1,0,0,0,1,2.81,2.9000000000000004,0.0900000000000003,0,0.5609756097560976,0.0,0,1,"NJ STORE, HI-WAGE"
159,357,4,0,1,0,0,1,0,0,0,1,4.5,20.0,3.0,5.0,16.0,0.2,0,100.0,1,10.5,11.5,0.95,0.86,0.95,2.0,2.0,1,1,111392,,21.0,6.0,3.0,5.25,13.0,0.25,0.0,1.0,10.5,12.5,1.0,0.84,2.35,2.0,2.0,17.5,27.0,9.5,0.42696629213483145,0.25,0.05,0.009999999999999964,1,0,0,0,1,2.76,4.1899999999999995,1.4299999999999997,0,0.2571428571428571,0.7777777777777778,0,0,"NJ STORE, HI-WAGE"
160,371,1,0,1,0,0,1,0,0,0,0,12.0,23.0,4.0,5.0,13.0,0.15,0,100.0,2,7.0,16.0,1.06,1.02,0.95,3.0,3.0,1,1,110792,,11.0,22.0,5.0,5.25,26.0,,0.0,3.0,7.0,16.0,,,,4.0,2.0,27.5,27.0,-0.5,-0.01834862385321101,0.25,0.05,0.009999999999999964,1,1,0,0,0,3.0300000000000002,,,0,0.43636363636363634,0.4074074074074074,0,0,"NJ STORE, HI-WAGE"
161,373,1,1,1,0,0,1,0,0,0,0,14.0,12.0,4.0,5.0,4.0,0.25,0,100.0,2,6.5,15.5,1.01,0.95,1.03,6.0,3.0,1,1,110792,,18.0,15.0,4.0,5.05,13.0,0.25,1.0,2.0,6.5,15.5,1.1,0.94,1.02,6.0,5.0,24.0,29.5,5.5,0.205607476635514,0.04999999999999982,0.009999999999999964,0.009999999999999964,1,1,0,0,0,2.99,3.06,0.06999999999999984,0,0.5833333333333334,0.6101694915254238,0,1,"NJ STORE, HI-WAGE"
